razotajs,marka,gads,dzinejs,tilpums,nobraukums,cena,apraksts,bilde,saite
Volkswagen,Volkswagen Lupo,1999,Benzīns,1.0,271,890,"1.0 Benzīns, 50zs, Mehānika.     -Jūsu lietotā automašīna var būt kā daļ",https://i.ss.lv/gallery/4/772/192925/38584992.th2.jpg,/msg/lv/transport/cars/volkswagen/lupo/incid.html
Mercedes,Mercedes V220,2001,Dīzelis,2.2,350,2650,"Lielisks auto - derēs gan ģimenei, gan brīvdienām, gan darbam.   Viss in",https://i.ss.lv/gallery/4/717/179091/35818007.th2.jpg,/msg/lv/transport/cars/mercedes/v220/aphcj.html
Honda,Honda Civic,2002,Benzīns,1.6,293,1750,"Pārdošanā Honda Civic ar 1.6 benzīna dzinēju    Ērts, ekonomisks auto li",https://i.ss.lv/gallery/4/768/191795/38358863.th2.jpg,/msg/lv/transport/cars/honda/civic/bldel.html
Hyundai,Hyundai Tucson,2005,Dīzelis,2.0,290,2790,"Līzings visiem. No 69e/mēn. 2.0Crdi Automāts, Maksīmālā komplektācija.  ",https://i.ss.lv/gallery/4/775/193598/38719588.th2.jpg,/msg/lv/transport/cars/hyundai/tucson/bpfdlm.html
Volvo,Volvo XC 70,2011,Dīzelis,2.4,227,9990,XC 70 D5 Summum 205 Ps    no Vācijas    - ādas salons  - apsildāmi sēdek,https://i.ss.lv/gallery/4/777/194031/38806050.th2.jpg,/msg/lv/transport/cars/volvo/xc70/bldkkd.html
Volvo,Volvo XC 90,2016,Dīzelis,2.0,218,25500,"Labs Volvo Xc90 - 7 sēdvietas, tikko veikta apkope, Latvijā nav lietots,",https://i.ss.lv/gallery/4/747/186540/37307808.th2.jpg,/msg/lv/transport/cars/volvo/xc90/dlhbc.html
Audi,Audi A8,2015,Dīzelis,3.0,227,24850,Facelift modelis. Auto ļoti labā stāvoklī - lietots ļoti rūpīgi. Pilna s,https://i.ss.lv/gallery/4/777/194030/38805819.th2.jpg,/msg/lv/transport/cars/audi/a8/aidio.html
Volkswagen,Volkswagen T-Roc,2019,Dīzelis,2.0,30,24900,Pārdodu VW T-Roc 2.0Tdi Dsg 150zs.   Rūpnīcas garantija līdz 2024. gada ,https://i.ss.lv/gallery/4/777/194031/38806185.th2.jpg,/msg/lv/transport/cars/volkswagen/t-roc/bpembf.html
Mitsubishi,Mitsubishi Colt,2007,Benzīns,1.3,241,650,"TA līdz 06.12.2021.  1.3 benzīns, 70 kW, 95 zs, ķēdes motors.   Brauc, r",https://i.ss.lv/gallery/4/772/192831/38566194.th2.jpg,/msg/lv/transport/cars/mitsubishi/colt/cpipg.html
Land Rover,Land Rover Freelander,2008,Dīzelis,2.2,153,6690,Tikko no Vācijas. Land Rover Freelander 2 2.2 Td4 118 KW. Mehāniskā ātru,https://i.ss.lv/gallery/4/768/191777/38355203.th2.jpg,/msg/lv/transport/cars/land-rover/freelander/bbegf.html
Audi,Audi A4,2001,Dīzelis,1.9,240,2750,Продаю Audi A4 2001 Года с легендарным двигателем 1.9 tdi(96kw) в кузове,https://i.ss.lv/gallery/4/757/189194/37838677.th2.jpg,/msg/lv/transport/cars/audi/a4/gbhnm.html
Nissan,Nissan X-Trail,2009,Dīzelis,2.0,271,4950,X-Trail 4x4 tehniski labā stāvoklī. 110kw. Auto LV ir bijis tikai mūsu r,https://i.ss.lv/gallery/4/777/194030/38805933.th2.jpg,/msg/lv/transport/cars/nissan/x-trail/amion.html
Volvo,Volvo V40,2001,Dīzelis,1.9,270,900,"Pārdodu, darba kārtībā, sliekšņi pārmetināti, ir vizuāli defekti",https://i.ss.lv/gallery/4/777/194030/38805973.th2.jpg,/msg/lv/transport/cars/volvo/v40/bxjcpx.html
Volkswagen,Volkswagen Touran,2005,Dīzelis,2.0,399,1750,Pārdodu tikko skati izgājušu auto.,https://i.ss.lv/gallery/4/777/194031/38806038.th2.jpg,/msg/lv/transport/cars/volkswagen/touran/akdgn.html
Volkswagen,Volkswagen Golf Plus,2005,Benzīns,1.6,223,2990,"Jauna Ta, Laba tehniska un vizuala stavokli. Новый То, Хорошее техническ",https://i.ss.lv/gallery/4/774/193273/38654575.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-plus/bnefxm.html
Ford,Ford Mondeo,2002,Dīzelis,2.0,250,500,Продаю автомашину Ford Mondeo. Техосмотр до 07.2021.Находится в Даугавпи,https://i.ss.lv/gallery/4/757/189090/37817943.th2.jpg,/msg/lv/transport/cars/ford/mondeo/colei.html
Volkswagen,Volkswagen Crafter,2010,Dīzelis,2.5,627,5000,"Pārdodu VW Crafter Maxi, 100 kW.   Sīkāk pa telefonu.",https://i.ss.lv/gallery/4/777/194031/38806031.th2.jpg,/msg/lv/transport/cars/volkswagen/crafter/bddikg.html
Mini,Mini Cooper S,2005,Benzīns,1.6,270,3600,"Cooper S facelift 172hp (ar kompresora teflona pārklājumu), Lsd (limited",https://i.ss.lv/gallery/4/777/194030/38805904.th2.jpg,/msg/lv/transport/cars/mini/coopers/bflgnh.html
Volkswagen,Volkswagen Golf Plus,2005,Benzīns,1.6,328,2200,"SIA Andre Motors, oficiālais Citroen dīleris Latvijā piedāvā:  VW Golf P",https://i.ss.lv/gallery/4/777/194030/38805954.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-plus/bmknfl.html
Bmw,Bmw 320,2003,Dīzelis,2.0,204,2250,Tirgoju BMW e46 320d Face lift 110 kw modeli saistībā ar jauna auto iegā,https://i.ss.lv/gallery/4/774/193460/38691994.th2.jpg,/msg/lv/transport/cars/bmw/320/akpnk.html
Volkswagen,Volkswagen Phaeton,2008,Dīzelis,3.0,222,6900,Продаю VW Phaeton. авто представительского класса (F) ручной сборки в Др,https://i.ss.lv/gallery/4/737/184235/36846922.th2.jpg,/msg/lv/transport/cars/volkswagen/phaeton/bxpjbk.html
Toyota,Toyota Auris,2007,Dīzelis,2.2,322,3790,Toyota Auris 2.2 D-4D D-Cat 130 kW (177 Hp)  komplektācija:  - Key less ,https://i.ss.lv/gallery/3/533/133050/26609860.th2.jpg,/msg/lv/transport/cars/toyota/auris/bcfblh.html
Bmw,Bmw 530,2010,Dīzelis,3.0,319,7200,"BMW 530 d-xdrive Edition, 2010 gada, 173kw/235zs.   Ādas salons,   Head ",https://i.ss.lv/gallery/4/771/192727/38545318.th2.jpg,/msg/lv/transport/cars/bmw/530/gonlf.html
Volvo,Volvo V70,2006,Dīzelis,2.4,306,2700,Машина не уставшая. 2.4 на 120 квт .Масло не ест. Заменен ремень со всем,https://i.ss.lv/gallery/4/777/194028/38805510.th2.jpg,/msg/lv/transport/cars/volvo/v70/bldjnk.html
Audi,Audi A4,2006,Dīzelis,3.0,276,4390,"Līzings, Maiņa. Audi A4 3.0tdi Quattro S-line, 2006. gada, automātiskā ā",https://i.ss.lv/gallery/4/777/194029/38805654.th2.jpg,/msg/lv/transport/cars/audi/a4/ccjbp.html
Opel,Opel Frontera,1993,Benzīns,2.4,250,1500,"Auto priekš saviem gadiem labā stāvoklī. Ir pa kādam rūsas plankumam, be",https://i.ss.lv/gallery/4/765/191060/38211947.th2.jpg,/msg/lv/transport/cars/opel/frontera/ecjnb.html
Volvo,Volvo V70,2006,Dīzelis,2.4,306,2700,Поменяны ремень с помпой и тд. радиатор кондиционера. аккумулятор теперь,https://i.ss.lv/gallery/4/777/194028/38805510.th2.jpg,/msg/lv/transport/cars/volvo/v70/bjibnl.html
Opel,Opel Vivaro,2006,Dīzelis,1.9,263,5180,"Opel Vivaro 1.9 Cdti L1H1 2, 7t no Vācijas   Latvijā nav ekspluatēts    ",https://i.ss.lv/gallery/4/776/193918/38783460.th2.jpg,/msg/lv/transport/cars/opel/vivaro/bixmel.html
Volkswagen,Volkswagen Passat (B6),2005,Dīzelis,2.0,255,3800,VW Passat 2.0 tdi (103kW). Отличного визуального и техничесского состоян,https://i.ss.lv/gallery/4/706/176360/35271881.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-b6/bdpjdi.html
Opel,Opel Astra,2016,Benzīns,1.4,115,9300,"Opel Astra Sports Tourer Enjoy 1.4 benzīns, 92kw, 125 Z/s, 6-pak. mehāni",https://i.ss.lv/gallery/4/760/189949/37989755.th2.jpg,/msg/lv/transport/cars/opel/astra/fbpex.html
Toyota,Toyota Avensis,2007,Dīzelis,2.2,311,3100,Sakarā ar jaunas automašīnas iegādi tiek pārdots uzticamais ģimenes auto,https://i.ss.lv/gallery/4/777/194029/38805719.th2.jpg,/msg/lv/transport/cars/toyota/avensis/agclg.html
Mercedes,Mercedes C200,2014,Benzīns,2.0,148,20500,Владелец продает Mercedes C200 в отличном состоянии.   Вся информация по,https://i.ss.lv/gallery/4/732/182893/36578431.th2.jpg,/msg/lv/transport/cars/mercedes/c200/gpxxn.html
Dodge,Dodge RAM,2013,Benzīns,5.7,196,15200,"Последняя цена. Срочно. Только что прошла диагностику. Движок, коробка, ",https://i.ss.lv/gallery/4/683/170570/34113831.th2.jpg,/msg/lv/transport/cars/dodge/ram/aappb.html
Bmw,Bmw 118,2007,Dīzelis,2.0,234,3342,"BMW 118 2.0 Dīzelis    Auto ar tiko ietu TA, nodoklis pa 2021.g. nomaksā",https://i.ss.lv/gallery/4/777/194029/38805605.th2.jpg,/msg/lv/transport/cars/bmw/118/bpohcf.html
Mercedes,Mercedes ML420,2008,Dīzelis,4.2,330,7500,Mercedes-Benz ML 420 cdi ar oriģinālu Amg paku. Automašīna ir labā gan v,https://i.ss.lv/gallery/4/777/194029/38805629.th2.jpg,/msg/lv/transport/cars/mercedes/ml420/cdpxd.html
Bmw,Bmw i3,2015,Benzīns,E,39,16900,"BMW i3, 60Ah, 2015. Premium pakete. Pvn 21% iekļauts cenā;  Heat Pump. F",https://i.ss.lv/gallery/4/758/189386/37877058.th2.jpg,/msg/lv/transport/cars/bmw/i3/bolxcx.html
Peugeot,Peugeot Boxer,2006,Dīzelis,2.8,650,500,Pegeot Boxer 2.8Hdi 2006  Дефект двигателя.   Было очень много чего сдел,https://i.ss.lv/gallery/4/746/186450/37290000.th2.jpg,/msg/lv/transport/cars/peugeot/boxer/bmxbg.html
Subaru,Subaru OUTBACK,2014,Benzīns,2.5,140,14000,Auto perfektā tehniskā un vizuālā stāvoklī. Tehniskā apskate izieta bez ,https://i.ss.lv/gallery/4/744/185993/37198500.th2.jpg,/msg/lv/transport/cars/subaru/outback/cdhpo.html
Toyota,Toyota Avensis,2013,Benzīns,2.0,120,13000,Auto perfektā tehniskā un vizuālā stāvoklī. Tehniskā apskate izieta bez ,https://i.ss.lv/gallery/4/730/182450/36489828.th2.jpg,/msg/lv/transport/cars/toyota/avensis/kpjxo.html
Land Rover,Land Rover Freelander,2001,Benzīns,1.8,173,1200,Подробности по телефону. Звоните только на дополнительный номер.,https://i.ss.lv/gallery/4/777/194028/38805433.th2.jpg,/msg/lv/transport/cars/land-rover/freelander/aonxp.html
Mercedes,Mercedes GLC 350,2019,Dīzelis,3.0,29,55900,"Mercedes-Benz Glc 350 d 4Matic Coupé Amg-Самый мощный дизель, (Время раз",https://i.ss.lv/gallery/4/720/179754/35950641.th2.jpg,/msg/lv/transport/cars/mercedes/glc-350/cxhpdn.html
Mercedes,Mercedes Vito,2012,Dīzelis,2.2,352,10500,"Машина в хорошем визуальном и техническом состоянии, вложений не требует",https://i.ss.lv/gallery/4/763/190529/38105639.th2.jpg,/msg/lv/transport/cars/mercedes/vito/aknif.html
Peugeot,Peugeot Bipper,2009,Dīzelis,1.4,279,1900,"Поменял ремень Грм. Масло. Фильтры также поменял бензо-бак , неделю наза",https://i.ss.lv/gallery/4/777/194027/38805277.th2.jpg,/msg/lv/transport/cars/peugeot/bipper/bedgon.html
Volvo,Volvo XC 90,2008,Dīzelis,2.4,283,7250,"Tirgojas Volvo xc90 D5 (185zs) dīzelis Summum komplektācija, automāts, w",https://i.ss.lv/gallery/4/766/191342/38268396.th2.jpg,/msg/lv/transport/cars/volvo/xc90/fnhll.html
Mercedes,Mercedes Citi,2004,Dīzelis,2.0,278,2000,"Busins prasa ieguldijums, ir rusa.",https://i.ss.lv/gallery/4/777/194027/38805357.th2.jpg,/msg/lv/transport/cars/mercedes/another/gkjmi.html
Volkswagen,Volkswagen Bora,2000,Dīzelis,1.9,398,900,"Pārdodu so Vw Bora 1.9tdi , ekonomisks ikdienas braucamais ar zemu pater",https://i.ss.lv/gallery/4/766/191277/38255242.th2.jpg,/msg/lv/transport/cars/volkswagen/bora/dxogx.html
Audi,Audi A6,2003,Dīzelis,1.9,317,2300,"Pārdodu Audi A6 1.9 tdi, 96kw, jauna TA. Auto ļoti labā stāvoklī priekš ",https://i.ss.lv/gallery/4/777/194027/38805253.th2.jpg,/msg/lv/transport/cars/audi/a6/depcm.html
Kia,Kia Ceed,2007,Benzīns,2.0,258,2099,"Pārdodu saudzīgi lietotu automašīnu labā vizuālā un tehniskā stāvoklī, i",https://i.ss.lv/gallery/4/721/180097/36019327.th2.jpg,/msg/lv/transport/cars/kia/ceed/digfn.html
Renault,Renault Laguna,2009,Dīzelis,2.0,205,3550,"Tikko no Vācijas, Renault Laguna Grandtour 2.0dci 110Kw,   Ekonomisks 2.",https://i.ss.lv/gallery/4/777/194026/38805115.th2.jpg,/msg/lv/transport/cars/renault/laguna/geofc.html
Volvo,Volvo V60,2012,Dīzelis,1.6,266,6700,"Tiem kas vēlas auto bez pārsteiguma, pārdodam Zviedrijas filiāles automa",https://i.ss.lv/gallery/4/769/192156/38431006.th2.jpg,/msg/lv/transport/cars/volvo/v60/bbmjgo.html
Bmw,Bmw 116,2009,Dīzelis,2.0,457,2600,"Auto no Vācijas. Divas atslēgas. Nesaplēsts salons, auto labā stāvoklī. ",https://i.ss.lv/gallery/4/777/194026/38805088.th2.jpg,/msg/lv/transport/cars/bmw/116/dhfmb.html
Bmw,Bmw 550,2014,Dīzelis,3.0,143,29900,Pārdodu labu M550d  Automašīna labā tehniskā un vizuālā stāvoklī. Visas ,https://i.ss.lv/gallery/4/777/194026/38805074.th2.jpg,/msg/lv/transport/cars/bmw/550/lixmi.html
Volkswagen,Volkswagen Touareg,2009,Dīzelis,3.0,256,8800,"В отличном техническом состоянии, только что сделан Т/о, дорожный налог ",https://i.ss.lv/gallery/4/777/194026/38805008.th2.jpg,/msg/lv/transport/cars/volkswagen/touareg/bdjpek.html
Toyota,Toyota RAV 4,2006,Dīzelis,2.2,220,3999,"2.2D-4D, Manuāla Kārba, 4x4 Tikko izieta jauna TA  - Divu Zonu Klimata K",https://i.ss.lv/gallery/4/775/193726/38745161.th2.jpg,/msg/lv/transport/cars/toyota/rav-4/bimgmp.html
Peugeot,Peugeot 2008,2014,Benzīns,1.2,192,6800,Eauto / 1.2 benzīns 60kw. Latvijā nav ekspluatēts. Pirkts jauns pie dīle,https://i.ss.lv/gallery/4/762/190432/38086240.th2.jpg,/msg/lv/transport/cars/peugeot/2008/bolexg.html
Nissan,Nissan Qashqai,2012,Benzīns,1.6,207,7300,"Eauto / 1.6 benzīns 86kw, Automāts. Oriģināls nobraukums. Auto pirkts ja",https://i.ss.lv/gallery/4/764/190856/38171170.th2.jpg,/msg/lv/transport/cars/nissan/qashqai/ofdfg.html
Bmw,Bmw 535,2011,Dīzelis,3.0,237,14300,BMW 535d GT. 09.2011 gada. 300zs. Xdrive. Mašīna piereģistrēta un izieta,https://i.ss.lv/gallery/4/776/193945/38788883.th2.jpg,/msg/lv/transport/cars/bmw/535/defgx.html
Skoda,Skoda Superb,2014,Dīzelis,2.0,170,8200,Pārdodu savu uzticamo ikdienas kompanjonu. Mašīna ideālā tehniskā un viz,https://i.ss.lv/gallery/4/777/194025/38804993.th2.jpg,/msg/lv/transport/cars/skoda/superb/becnik.html
Peugeot,Peugeot 308,2013,Benzīns,1.6,129,4100,Eauto / 1.6 benzīns 88kw. Mazs nobraukums. Facelift modelis. Glīts un ak,https://i.ss.lv/gallery/4/762/190275/38054847.th2.jpg,/msg/lv/transport/cars/peugeot/308/blelxe.html
Citroen,Citroen C4 Cactus,2015,Dīzelis,1.6,150,8790,"Eauto / Automāts, 1.6 dīzelis 68kw. Latvijā nav ekspluatēts. Pirkts jaun",https://i.ss.lv/gallery/4/774/193359/38671775.th2.jpg,/msg/lv/transport/cars/citroen/c4-cactus/cxmcjc.html
Renault,Renault Scenic,2004,Dīzelis,1.9,120,1450,Oficiālais Renault dīleris Valmierā piedāvā iegādāties lietotu automašīn,https://i.ss.lv/gallery/4/777/194026/38805026.th2.jpg,/msg/lv/transport/cars/renault/scenic/enxke.html
Audi,Audi A4,1994,Benzīns,1.6,306,500,"Pārdod Audi A4 - Cena Eur 500  1994.gada decembris, 1.6 benzīns, Sedans ",https://i.ss.lv/gallery/4/777/194026/38805045.th2.jpg,/msg/lv/transport/cars/audi/a4/elghc.html
Honda,Honda Jazz,2006,Benzīns,1.3,186,2490,Новый ТО. Ухоженная машина в хорошем визуальном и техничском состоянии. ,https://i.ss.lv/gallery/4/771/192739/38547780.th2.jpg,/msg/lv/transport/cars/honda/jazz/ochkk.html
Renault,Renault Megane,2007,Dīzelis,1.5,255,1000,"Pārdodu, 1.5d vidēji patērē 5l/100km . Braucamā stāvoklī, Ir defektiņi u",https://i.ss.lv/gallery/4/759/189683/37936413.th2.jpg,/msg/lv/transport/cars/renault/megane/fbixm.html
Bmw,Bmw 318,1995,Benzīns,1.8,157,1500,Drīz sāksies sacensību laiks. var paspēt uz pirmo startu pēc garas pauze,https://i.ss.lv/gallery/4/775/193579/38715748.th2.jpg,/msg/lv/transport/cars/bmw/318/aljob.html
Bmw,Bmw X5,2004,Dīzelis,3.0,229,6200,"Pārdodu BMW X5, 3.0D, 160kw/218 zs. Facelift modelis. Auto labā tehniskā",https://i.ss.lv/gallery/4/776/193970/38793995.th2.jpg,/msg/lv/transport/cars/bmw/x5/bgxng.html
Audi,Audi A4,1999,Dīzelis,1.9,294,1500,Pārdodu Audi A4 B5 1.9tdi 81kw / 110zs. Sūkņa motors. Patēriņš ap 5/5.5l,https://i.ss.lv/gallery/4/777/194025/38804873.th2.jpg,/msg/lv/transport/cars/audi/a4/ahilf.html
Toyota,Toyota Corolla Verso,2005,Dīzelis,2.2,315,2600,"7 vietas, Tiko izieta, Tehniskā Apskate 2022.03.bez aizrādījumiem, Nodok",https://i.ss.lv/gallery/4/771/192550/38509849.th2.jpg,/msg/lv/transport/cars/toyota/corolla-verso/bdchmc.html
Volvo,Volvo V70,2015,Dīzelis,2.0,178,9390,Машина только зарегистрирована в Латвии.   В хорошем состоянии.   2.0 D1,https://i.ss.lv/gallery/4/777/194025/38804811.th2.jpg,/msg/lv/transport/cars/volvo/v70/blgjlg.html
Honda,Honda Jazz,2011,Benzīns,1.3,99,7700,Benzīns Automāts Jauna pirkta Latvijā Klimata kontrole Jauna TA Vieglmet,https://i.ss.lv/gallery/4/765/191153/38230598.th2.jpg,/msg/lv/transport/cars/honda/jazz/nhlfo.html
Rover,Rover 75,2004,Dīzelis,2.0,226,1850,"Машина в хорошем техническом состоянии, недавно пройден тех. осмотр. Ско",https://i.ss.lv/gallery/4/777/194024/38804793.th2.jpg,/msg/lv/transport/cars/rover/75/boxei.html
Audi,Audi A4,2002,Dīzelis,1.9,383,1950,"Jauna Ta, Līdz 31.03.2022.vizuali auto labā stāvoklī(arī bez rūsas). mot",https://i.ss.lv/gallery/4/777/194024/38804744.th2.jpg,/msg/lv/transport/cars/audi/a4/dncef.html
Ford,Ford Mondeo,2008,Dīzelis,2.2,245,5490,Vilks jēra āda. Ğimenes auto ar izcilu dinamiku un jaudu pie zema degvie,https://i.ss.lv/gallery/4/753/188040/37607893.th2.jpg,/msg/lv/transport/cars/ford/mondeo/ghogc.html
Opel,Opel Astra,1999,Benzīns,1.6,305,300,"Продаю авто в рабочем сост. без ТО , на ходу.",https://i.ss.lv/gallery/4/777/194019/38803736.th2.jpg,/msg/lv/transport/cars/opel/astra/fghgh.html
Volkswagen,Volkswagen LT,2005,Dīzelis,2.5,356,6000,"Pārdod nenodzītu darba zigu, 2, 5 Tds. Kravas kaste 3540x2020, alumīnija",https://i.ss.lv/gallery/4/769/192209/38441677.th2.jpg,/msg/lv/transport/cars/volkswagen/lt/ejkgf.html
Mazda,Mazda Mazda2,2007,Benzīns,1.4,193,1200,"Pārdod Mazda 2, motors 1.4 (59 kW) benzīns. Ekonomiska. Apkopes veiktas ",https://i.ss.lv/gallery/3/591/147662/29532227.th2.jpg,/msg/lv/transport/cars/mazda/mazda2/aiklo.html
Audi,Audi A6,2016,Dīzelis,2.0,153,16500,Juridiskā persona pārdod dienesta auto lieliskā stāvoklī. Tika ekspluatē,https://i.ss.lv/gallery/4/760/189896/37979063.th2.jpg,/msg/lv/transport/cars/audi/a6/bchho.html
Volvo,Volvo V70,2011,Dīzelis,1.6,239,5450,"Tikko ievests V70 ar ekonomiskāko 1.6D 80kw motoru šim modelim, patēriņš",https://i.ss.lv/gallery/4/769/192037/38407340.th2.jpg,/msg/lv/transport/cars/volvo/v70/ebmfp.html
Volkswagen,Volkswagen Golf 6,2011,Dīzelis,1.6,317,4590,"Līzings/maiņa. VW Golf 6, 1.6tdi 77kw, 2011. gada, automāts, klimata kon",https://i.ss.lv/gallery/4/777/194023/38804575.th2.jpg,/msg/lv/transport/cars/volkswagen/golf-6/bclnnd.html
Opel,Opel Astra,2011,Benzīns,1.4,194,4300,"Pārdodu Opel Astra ST 1.4i Turbo Cosmo. 2011. gada, 103kW. Nobraukums: 1",https://i.ss.lv/gallery/4/777/194024/38804653.th2.jpg,/msg/lv/transport/cars/opel/astra/bekdc.html
Mercedes,Mercedes GLS 350,2017,Dīzelis,3.5,64,59900,"Продаётся Mercedes Gls 350, 7 - ми местная. В отличном техническом и виз",https://i.ss.lv/gallery/4/777/194023/38804555.th2.jpg,/msg/lv/transport/cars/mercedes/gls-350/cxgjie.html
Ford,Ford Mondeo,1997,Benzīns,1.8,180,300,"Pārdod auto braukšanas kārtībā. Apskate beidzās 2020. gada decembrī, kop",https://i.ss.lv/gallery/4/721/180154/36030681.th2.jpg,/msg/lv/transport/cars/ford/mondeo/hbdpj.html
Volkswagen,Volkswagen T5,2004,Dīzelis,1.9,302,3600,Отличное техническое состояние. Только что пройден тех. осмотр. Заплачен,https://i.ss.lv/gallery/4/777/194018/38803571.th2.jpg,/msg/lv/transport/cars/volkswagen/t5/gxlfi.html
Fiat,Fiat 500,2017,Dīzelis,1.6,62,13490,"Sia Autobrava Motors piedāvā Fiat 500X Pop Star, 1.6d dīzeļa dzinējs, 88",https://i.ss.lv/gallery/4/730/182275/36454870.th2.jpg,/msg/lv/transport/cars/fiat/500/kebhc.html
Bmw,Bmw X5,2006,Dīzelis,3.0,218,7200,Auto ar piegādi mājās. Bez pirmās iemaksas.   Ar jebkādu kredītvēsturi. ,https://i.ss.lv/gallery/4/745/186220/37243929.th2.jpg,/msg/lv/transport/cars/bmw/x5/gdmbo.html
Volvo,Volvo V50,2005,Dīzelis,2.0,184,2450,"Automašīna tikko atvesta, veikta reģistrācija un tehniskā apskate.   Dzi",https://i.ss.lv/gallery/4/777/194023/38804512.th2.jpg,/msg/lv/transport/cars/volvo/v50/ojkog.html
Toyota,Toyota Avensis,2003,Dīzelis,2.0,248,2500,"Pardodas Toyota Avensis 2, 0 D4D dīzelis. Virsū labas ziemas riepas. Pat",https://i.ss.lv/gallery/4/773/193142/38628223.th2.jpg,/msg/lv/transport/cars/toyota/avensis/bjflof.html
Mitsubishi,Mitsubishi Outlander,2005,Benzīns,2.4,178,2100,"Pārdodu labā tehniskā stāvoklī uzturētu Mitsubishi Outlander, ar tikko s",https://i.ss.lv/gallery/4/777/194023/38804456.th2.jpg,/msg/lv/transport/cars/mitsubishi/outlander/aambh.html
Volkswagen,Volkswagen Passat CC,2013,Benzīns,2.0,107,14000,"Pārdod Passat CC R - Line. 2014. gada modelis, bet pirmā reģistrācija 20",https://i.ss.lv/gallery/4/768/191764/38352750.th2.jpg,/msg/lv/transport/cars/volkswagen/passat-cc/nxfkh.html
Infinity,Infinity FX,2010,Dīzelis,3.0,255,11900,"Pārdodu Infinity fx30 ļoti labā stāvoklī , dinamisks  Oriģināls nobrauku",https://i.ss.lv/gallery/3/492/122855/24570831.th2.jpg,/msg/lv/transport/cars/infiniti/fx/mocbb.html
Bmw,Bmw 523,1997,Benzīns,2.5,395,1500,Pārdodu BMW ar diezgan labu komplektāciju. Dzinējam ir mainītas visas bl,https://i.ss.lv/gallery/4/777/194023/38804427.th2.jpg,/msg/lv/transport/cars/bmw/523/bxoig.html
Audi,Audi A5,2011,Benzīns,2.0,191,8900,"Audi A5 Sportback Tfsi M/t. 2011. gada. 2.0l benzīns, 132kw (180zs).    ",https://i.ss.lv/gallery/4/707/176649/35329659.th2.jpg,/msg/lv/transport/cars/audi/a5/podkk.html
